archive,member,offset,text,matched,source
gwy/ajss.mrp,ajss.ext,290952,MTGain.bin,,ascii
gwy/ajss.mrp,ajss.ext,290964,MBGain.bin,,ascii
gwy/ajss.mrp,ajss.ext,290976,MClaTem.bin,,ascii
gwy/ajss.mrp,ajss.ext,290988,MeridTem.bin,,ascii
gwy/ajss.mrp,ajss.ext,291004,ajss_res.bin,,ascii
gwy/ajss.mrp,ajss.ext,291020,CrePoint.bin,,ascii
gwy/ajss.mrp,ajss.ext,291036,CfgRes.bin,,ascii
gwy/ajss.mrp,ajss.ext,291048,GuildUp.bin,,ascii
gwy/ajss.mrp,ajss.ext,291060,GuildEff.bin,,ascii
gwy/ajss.mrp,ajss.ext,291076,maptele.bin,,ascii
gwy/ajss.mrp,ajss.ext,291088,PetSpell.bin,,ascii
gwy/ajss.mrp,ajss.ext,291104,UpPSpell.bin,,ascii
gwy/ajss.mrp,ajss.ext,291120,mapmng.bin,,ascii
gwy/ajss.mrp,ajss.ext,291132,CfgPet.bin,,ascii
gwy/ajss.mrp,ajss.ext,291144,ChainExt.bin,,ascii
gwy/ajss.mrp,ajss.ext,291160,Chain.bin,,ascii
gwy/ajss.mrp,ajss.ext,291172,UpIntell.bin,,ascii
gwy/ajss.mrp,ajss.ext,291188,UpStarEf.bin,,ascii
gwy/ajss.mrp,ajss.ext,291204,UpStar.bin,,ascii
gwy/ajss.mrp,ajss.ext,291216,wmaps.bin,,ascii
gwy/ajss.mrp,ajss.ext,291228,box.bin,,ascii
gwy/ajss.mrp,ajss.ext,291236,CfgText.bin,,ascii
gwy/ajss.mrp,ajss.ext,291248,CfgAura.bin,,ascii
gwy/ajss.mrp,ajss.ext,291260,CfgSpell.bin,,ascii
gwy/ajss.mrp,ajss.ext,291276,CfgCha.bin,,ascii
gwy/ajss.mrp,ajss.ext,291288,CfgCre.bin,,ascii
gwy/ajss.mrp,ajss.ext,291300,QuestPk.bin,,ascii
gwy/ajss.mrp,ajss.ext,291312,CfgQuest.bin,,ascii
gwy/ajss.mrp,ajss.ext,291328,ftelport.bin,,ascii
gwy/ajss.mrp,ajss.ext,291344,fbupneed.bin,,ascii
gwy/ajss.mrp,ajss.ext,291360,talisman.bin,,ascii
gwy/ajss.mrp,ajss.ext,291376,CfgItem.bin,,ascii
gwy/ajss.mrp,ajss.ext,291388,CfgGif.bin,,ascii
gwy/ajss.mrp,ajss.ext,291688,mapfiles.cfg,,ascii
gwy/ajss.mrp,ajss.ext,291720,http://wap.51mrp.com,,ascii
gwy/ajss.mrp,ajss.ext,291744,napptype=%d_nurl=%s_bapptype=%d_bextid=%d_bcode=%d_barg=%d_barg1=%d_bmrpname=%s,napptype,ascii
gwy/ajss.mrp,ajss.ext,291824,ajss.mrp,,ascii
gwy/ajss.mrp,ajss.ext,292336,gwy/ajss/ajss.res,,ascii
gwy/ajss.mrp,ajss.ext,292720,dealtimer,dealtimer|timer,ascii
gwy/ajss.mrp,ajss.ext,292732,timerCreate err 01,timer,ascii
gwy/ajss.mrp,ajss.ext,292900,TimerState = %d,timer,ascii
gwy/ajss.mrp,ajss.ext,292952,cache/exdet.dat,,ascii
gwy/ajss.mrp,ajss.ext,293036,cache/exr.sav,,ascii
gwy/ajss.mrp,ajss.ext,293392,bgappinf/appinf.dat,,ascii
gwy/ajss.mrp,ajss.ext,2678, =@!,resource_grammar,ascii
gwy/ajss.mrp,ajss.ext,7014,bx@!,resource_grammar,ascii
gwy/ajss.mrp,ajss.ext,8124,lF@!hFA,resource_grammar,ascii
gwy/ajss.mrp,ajss.ext,14690,bx@!,resource_grammar,ascii
gwy/ajss.mrp,ajss.ext,29391,h@h``!`,resource_grammar,ascii
gwy/ajss.mrp,ajss.ext,46809,s@{U!,resource_grammar,ascii
gwy/ajss.mrp,ajss.ext,61911,i@!HS,resource_grammar,ascii
gwy/ajss.mrp,ajss.ext,74504,@!hFlF0,resource_grammar,ascii
gwy/ajss.mrp,ajss.ext,80462,@y!y,resource_grammar,ascii
gwy/ajss.mrp,ajss.ext,110205,i@!HS,resource_grammar,ascii
gwy/ajss.mrp,ajss.ext,133282,3!@xI,resource_grammar,ascii
gwy/ajss.mrp,ajss.ext,165609,"5!t@x""!",resource_grammar,ascii
gwy/ajss.mrp,ajss.ext,183558,",!JO@",resource_grammar,ascii
gwy/ajss.mrp,ajss.ext,185542,HD@o!,resource_grammar,ascii
gwy/ajss.mrp,ajss.ext,186070,HD@n!,resource_grammar,ascii
gwy/ajss.mrp,ajss.ext,188933,p@!Ap>!,resource_grammar,ascii
gwy/ajss.mrp,ajss.ext,189303,p@!Ap,resource_grammar,ascii
gwy/ajss.mrp,ajss.ext,190081,p@!ApV!,resource_grammar,ascii
gwy/ajss.mrp,ajss.ext,210106, {c{@!,resource_grammar,ascii
gwy/ajss.mrp,ajss.ext,210228, {c{@!,resource_grammar,ascii
gwy/ajss.mrp,ajss.ext,210256, {c{@!,resource_grammar,ascii
gwy/ajss.mrp,ajss.ext,257111,@0!!,resource_grammar,ascii
gwy/ajss.mrp,ajss.ext,272439,G!i@,resource_grammar,ascii
gwy/assg.mrp,start.mr,691,p_mr_param,p_mr_param|mr_param,ascii
gwy/assg.mrp,start.mr,765,_mr_c_load,_mr_c_load,ascii
gwy/assg.mrp,start.mr,800,dealevent,dealevent|event,ascii
gwy/assg.mrp,start.mr,815,dealtimer,dealtimer|timer,ascii
gwy/assg.mrp,start.mr,830,suspend,suspend,ascii
gwy/assg.mrp,start.mr,843,resume,resume,ascii
gwy/assg.mrp,start.mr,855,sysinfo,sysinfo,ascii
gwy/assg.mrp,start.mr,868,GetSysInfo,sysinfo,ascii
gwy/assg.mrp,start.mr,924,sdk_key.dat,sdk_key.dat,ascii
gwy/assg.mrp,start.mr,972,_strCom,_strcom,ascii
gwy/assg.mrp,start.mr,1132,_mr_param,mr_param,ascii
gwy/assg.mrp,start.mr,1326,_strCom,_strcom,ascii
gwy/assg.mrp,start.mr,1344,cfunction.ext,cfunction.ext,ascii
gwy/assg.mrp,start.mr,2067,_strCom,_strcom,ascii
gwy/assg.mrp,start.mr,2429,_strCom,_strcom,ascii
gwy/assg.mrp,start.mr,2594,_strCom,_strcom,ascii
gwy/assg.mrp,start.mr,2759,_strCom,_strcom,ascii
gwy/assg.mrp,reg.ext,1484,assg.ext,,ascii
gwy/assg.mrp,assg.ext,305688,%s/res/game.ypak,,ascii
gwy/assg.mrp,assg.ext,305712,%s/game.ypak,,ascii
gwy/assg.mrp,assg.ext,305728,game%d.ypak,,ascii
gwy/assg.mrp,assg.ext,305740,%s%sgame%d.ypak,,ascii
gwy/assg.mrp,assg.ext,305768,%s%s%sgame%d.ypak.td.cfg,,ascii
gwy/assg.mrp,assg.ext,305804,%s\%sgame0.ypak,,ascii
gwy/assg.mrp,assg.ext,305852,res\game.ypak,,ascii
gwy/assg.mrp,assg.ext,305896,downloadfill.bmp,download,ascii
gwy/assg.mrp,assg.ext,305916,downloadbar.bmp,download,ascii
gwy/assg.mrp,assg.ext,305932,downloadbk.bmp,download,ascii
gwy/assg.mrp,assg.ext,306004,downlace2.bmp,,ascii
gwy/assg.mrp,assg.ext,306020,downlace1.bmp,,ascii
gwy/assg.mrp,assg.ext,306036,cancel480.bmp,,ascii
gwy/assg.mrp,assg.ext,306052,ensure480.bmp,,ascii
gwy/assg.mrp,assg.ext,306068,arrow480.bmp,,ascii
gwy/assg.mrp,assg.ext,306084,lacework2.bmp,,ascii
gwy/assg.mrp,assg.ext,306100,lacework1.bmp,,ascii
gwy/assg.mrp,assg.ext,306260,copy.datt,,ascii
gwy/assg.mrp,assg.ext,306316,gwy/assg.mrp,,ascii
gwy/assg.mrp,assg.ext,306420,floor.datt,,ascii
gwy/assg.mrp,assg.ext,306504,bmp%d.bmp,,ascii
gwy/assg.mrp,assg.ext,306544,%d.bmp,,ascii
gwy/assg.mrp,assg.ext,306552,upgrade.datt,,ascii
gwy/assg.mrp,assg.ext,306568,skill.datt,,ascii
gwy/assg.mrp,assg.ext,307276,r%d.bmp,,ascii
gwy/assg.mrp,assg.ext,307324,fun_2.bin,,ascii
gwy/assg.mrp,assg.ext,307336,fpoint_2.bin,,ascii
gwy/assg.mrp,assg.ext,307672,equip.datt,,ascii
gwy/assg.mrp,assg.ext,307684,filed.datt,,ascii
gwy/assg.mrp,assg.ext,307696,expend.datt,,ascii
gwy/assg.mrp,assg.ext,307708,attachedSkill.datt,,ascii
gwy/assg.mrp,assg.ext,307728,copy.datt,,ascii
gwy/assg.mrp,assg.ext,307740,city.datt,,ascii
gwy/assg.mrp,assg.ext,307812,guide.datt,,ascii
gwy/assg.mrp,assg.ext,307952,bquest.datt,,ascii
gwy/assg.mrp,assg.ext,307964,mquest.datt,,ascii
gwy/assg.mrp,assg.ext,308144,level.datt,,ascii
gwy/assg.mrp,assg.ext,308336,%s\game%d.ypak,,ascii
gwy/assg.mrp,assg.ext,308360,%s/game.ypak,,ascii
gwy/assg.mrp,assg.ext,308656,%s%d%d%d.bmp,,ascii
gwy/assg.mrp,assg.ext,309016,guidecopy.datt,,ascii
gwy/assg.mrp,assg.ext,309360,hero.datt,,ascii
gwy/assg.mrp,assg.ext,309372,layout.datt,,ascii
gwy/assg.mrp,assg.ext,309384,gem.datt,,ascii
gwy/assg.mrp,assg.ext,309396,guide.datt,,ascii
gwy/assg.mrp,assg.ext,309408,npc.datt,,ascii
gwy/assg.mrp,assg.ext,309420,name.datt,,ascii
gwy/assg.mrp,assg.ext,309432,feature.datt,,ascii
gwy/assg.mrp,assg.ext,309468,passiveSkill.datt,,ascii
gwy/assg.mrp,assg.ext,309488,mquest.datt,,ascii
gwy/assg.mrp,assg.ext,309500,bquest.datt,,ascii
gwy/assg.mrp,assg.ext,309512,dquest.datt,,ascii
gwy/assg.mrp,assg.ext,309532,help.datt,,ascii
gwy/assg.mrp,assg.ext,309712,frag.datt,,ascii
gwy/assg.mrp,assg.ext,309788,%s/res/game.ypak,,ascii
gwy/assg.mrp,assg.ext,309860,timer err:%d,timer,ascii
gwy/assg.mrp,assg.ext,309876,dealtimer,dealtimer|timer,ascii
gwy/assg.mrp,assg.ext,309888,timerCreate err 01,timer,ascii
gwy/assg.mrp,assg.ext,310056,TimerState = %d,timer,ascii
gwy/assg.mrp,assg.ext,310096,cache/exdet.dat,,ascii
gwy/assg.mrp,assg.ext,310180,cache/exr.sav,,ascii
gwy/assg.mrp,assg.ext,310520,bgappinf/appinf.dat,,ascii
gwy/assg.mrp,assg.ext,15962,HD@h!,resource_grammar,ascii
gwy/assg.mrp,assg.ext,39295,h@X!,resource_grammar,ascii
gwy/assg.mrp,assg.ext,41450,&!Y^@,resource_grammar,ascii
gwy/assg.mrp,assg.ext,42981,!Y^@,resource_grammar,ascii
gwy/assg.mrp,assg.ext,44888, !Y^@,resource_grammar,ascii
gwy/assg.mrp,assg.ext,44906,"""!Y^@",resource_grammar,ascii
gwy/assg.mrp,assg.ext,51409,!3 @,resource_grammar,ascii
gwy/assg.mrp,assg.ext,55223,!Y^@h,resource_grammar,ascii
gwy/assg.mrp,assg.ext,63751,!Y^@,resource_grammar,ascii
gwy/assg.mrp,assg.ext,63829,!Y^@,resource_grammar,ascii
gwy/assg.mrp,assg.ext,72088,d!AC@5,resource_grammar,ascii
gwy/assg.mrp,assg.ext,72954,@jH!O_,resource_grammar,ascii
gwy/assg.mrp,assg.ext,78431,h@X!,resource_grammar,ascii
gwy/assg.mrp,assg.ext,94289,!5 @,resource_grammar,ascii
gwy/assg.mrp,assg.ext,97253,!5 @,resource_grammar,ascii
gwy/assg.mrp,assg.ext,98693,!3 @,resource_grammar,ascii
gwy/assg.mrp,assg.ext,99951,!Y^@,resource_grammar,ascii
gwy/assg.mrp,assg.ext,99983,!Y^@,resource_grammar,ascii
gwy/assg.mrp,assg.ext,99999,!Y^@,resource_grammar,ascii
gwy/assg.mrp,assg.ext,105431,"^:!Y^4""@",resource_grammar,ascii
gwy/assg.mrp,assg.ext,110127,!Y^@,resource_grammar,ascii
gwy/assg.mrp,assg.ext,110147,!Y^@,resource_grammar,ascii
gwy/assg.mrp,assg.ext,124253,^2!Y^@,resource_grammar,ascii
gwy/assg.mrp,assg.ext,126990,.!Y^@,resource_grammar,ascii
gwy/assg.mrp,assg.ext,127084,.!Y^@,resource_grammar,ascii
gwy/assg.mrp,assg.ext,136286,$!Y^KJ@,resource_grammar,ascii
gwy/assg.mrp,assg.ext,141265,h@hH`!,resource_grammar,ascii
gwy/assg.mrp,assg.ext,146450,$!Y^@,resource_grammar,ascii
gwy/assg.mrp,assg.ext,147837,!Y^@,resource_grammar,ascii
gwy/assg.mrp,assg.ext,163583,!Y^@,resource_grammar,ascii
gwy/assg.mrp,assg.ext,165501,!Y^@,resource_grammar,ascii
gwy/assg.mrp,assg.ext,170752,"h!@ d""",resource_grammar,ascii
gwy/assg.mrp,assg.ext,170842,"d""h!@ ",resource_grammar,ascii
gwy/assg.mrp,assg.ext,213016,!j@7@,resource_grammar,ascii
gwy/assg.mrp,assg.ext,220545,!' @,resource_grammar,ascii
gwy/assg.mrp,assg.ext,222440,<!Y^'O@,resource_grammar,ascii
gwy/assg.mrp,assg.ext,222720,<!Y^@,resource_grammar,ascii
gwy/assg.mrp,assg.ext,229110,@0$!,resource_grammar,ascii
gwy/assg.mrp,assg.ext,229176,"@""&!",resource_grammar,ascii
gwy/assg.mrp,assg.ext,230404,"@""&!",resource_grammar,ascii
gwy/assg.mrp,assg.ext,234338,.!Y^@,resource_grammar,ascii
gwy/assg.mrp,assg.ext,234390,$!#J@,resource_grammar,ascii
gwy/assg.mrp,assg.ext,241574,4!Y^@,resource_grammar,ascii
gwy/assg.mrp,assg.ext,243250,4!Y^@,resource_grammar,ascii
gwy/assg.mrp,assg.ext,250222,4!Y^@,resource_grammar,ascii
gwy/assg.mrp,assg.ext,251094,HD@h!,resource_grammar,ascii
gwy/assg.mrp,assg.ext,253922,HD@h!,resource_grammar,ascii
gwy/assg.mrp,assg.ext,259440,HD@j!,resource_grammar,ascii
gwy/assg.mrp,assg.ext,263604,HD@h!,resource_grammar,ascii
gwy/assg.mrp,assg.ext,273776,@h(!,resource_grammar,ascii
gwy/assg.mrp,assg.ext,274875,!Y^@,resource_grammar,ascii
gwy/assg.mrp,assg.ext,274917,!Y^@,resource_grammar,ascii
gwy/assg.mrp,assg.ext,275449,!Y^@,resource_grammar,ascii
gwy/assg.mrp,assg.ext,275489,!Y^@,resource_grammar,ascii
gwy/assg.mrp,assg.ext,280466,@h(!,resource_grammar,ascii
gwy/assg.mrp,assg.ext,288633,!@ uJ,resource_grammar,ascii
gwy/assg.mrp,assg.ext,291299,H$!xD@,resource_grammar,ascii
gwy/assg.mrp,assg.ext,297778,@h>!B,resource_grammar,ascii
gwy/bbjq.mrp,start.mr,691,p_mr_param,p_mr_param|mr_param,ascii
gwy/bbjq.mrp,start.mr,765,_mr_c_load,_mr_c_load,ascii
gwy/bbjq.mrp,start.mr,800,dealevent,dealevent|event,ascii
gwy/bbjq.mrp,start.mr,815,dealtimer,dealtimer|timer,ascii
gwy/bbjq.mrp,start.mr,830,suspend,suspend,ascii
gwy/bbjq.mrp,start.mr,843,resume,resume,ascii
gwy/bbjq.mrp,start.mr,855,sysinfo,sysinfo,ascii
gwy/bbjq.mrp,start.mr,868,GetSysInfo,sysinfo,ascii
gwy/bbjq.mrp,start.mr,924,sdk_key.dat,sdk_key.dat,ascii
gwy/bbjq.mrp,start.mr,972,_strCom,_strcom,ascii
gwy/bbjq.mrp,start.mr,1132,_mr_param,mr_param,ascii
gwy/bbjq.mrp,start.mr,1326,_strCom,_strcom,ascii
gwy/bbjq.mrp,start.mr,1344,cfunction.ext,cfunction.ext,ascii
gwy/bbjq.mrp,start.mr,2067,_strCom,_strcom,ascii
gwy/bbjq.mrp,start.mr,2429,_strCom,_strcom,ascii
gwy/bbjq.mrp,start.mr,2594,_strCom,_strcom,ascii
gwy/bbjq.mrp,start.mr,2759,_strCom,_strcom,ascii
gwy/bbjq.mrp,a232.bin,10006,@AG!,resource_grammar,ascii
gwy/bbjq.mrp,a232.bin,10020,!GA@,resource_grammar,ascii
gwy/bbjq.mrp,a232.bin,14488,@@?!C1,resource_grammar,ascii
gwy/bbjq.mrp,a232.bin,14496,1C!?@@,resource_grammar,ascii
gwy/bbjq.mrp,a232.bin,17208,@@?!C1,resource_grammar,ascii
gwy/bbjq.mrp,a232.bin,17216,1C!?@@,resource_grammar,ascii
gwy/bbjq.mrp,a232.bin,20853,j222 @AI!CC!IA@ 222j,resource_grammar,ascii
gwy/bbjq.mrp,a232.bin,21013,j222 @AI!CC!IA@ 222j,resource_grammar,ascii
gwy/bbjq.mrp,a19.bin,4043,@e)!,resource_grammar,ascii
gwy/bbjq.mrp,a16.bin,5156,@Q(PIJ$!,resource_grammar,ascii
gwy/bbjq.mrp,a191.bin,3202,!c@ 0kB,resource_grammar,ascii
gwy/bbjq.mrp,a3.bin,85660,!?@N?Nj@,resource_grammar,ascii
gwy/bbjq.mrp,a3.bin,88837,6<<<<=>>!?@@N,resource_grammar,ascii
gwy/bbjq.mrp,a3.bin,95176,^^^@@@@@@@@@@@@@^NO?A$99!89'!,resource_grammar,ascii
gwy/bbjq.mrp,a3.bin,171510,^^^^^^^^^@@^^^^@@@^RRRRQ////////QQRfggvviii|||iSRRRRRfviiikkkkk~~~kkkkkkk|||ii`bbvbbb`````i`iiiiiiiiiv``!`gggffffffaa''b__baaaaa`''11'a1$56,resource_grammar,ascii
gwy/bbjq.mrp,tlol.ext,225616,code\src\joy_tlwidgeteventhandler.c,event,ascii
gwy/bbjq.mrp,tlol.ext,225652,LinkStylusEventHandler,event,ascii
gwy/bbjq.mrp,tlol.ext,225676,LinkKeyboardEventHandler,event,ascii
gwy/bbjq.mrp,tlol.ext,228056,sendPageRequest,send,ascii
gwy/bbjq.mrp,tlol.ext,228096,sendManageLogin,send,ascii
gwy/bbjq.mrp,tlol.ext,228112,sendRoleList,send,ascii
gwy/bbjq.mrp,tlol.ext,228128,sendRoleAdd,send,ascii
gwy/bbjq.mrp,tlol.ext,228140,sendRoleDel,send,ascii
gwy/bbjq.mrp,tlol.ext,228152,sendOneParameter,send,ascii
gwy/bbjq.mrp,tlol.ext,228172,sendRoleChangeName,send,ascii
gwy/bbjq.mrp,tlol.ext,228192,sendRoleGetInfo,send,ascii
gwy/bbjq.mrp,tlol.ext,228208,sendGetMapInfo,send,ascii
gwy/bbjq.mrp,tlol.ext,228224,sendEnterMap,send,ascii
gwy/bbjq.mrp,tlol.ext,228240,sendEnterMapStart,send,ascii
gwy/bbjq.mrp,tlol.ext,228260,sendHeroRequest,send,ascii
gwy/bbjq.mrp,tlol.ext,228276,sendHeroBeRequestResp,send,ascii
gwy/bbjq.mrp,tlol.ext,228300,sendManageMove,send,ascii
gwy/bbjq.mrp,tlol.ext,228316,sendManageRes,send,ascii
gwy/bbjq.mrp,tlol.ext,228332,sendFightWith,send,ascii
gwy/bbjq.mrp,tlol.ext,228348,sendFightChose,send,ascii
gwy/bbjq.mrp,tlol.ext,228376,sendManageSkillPoints,send,ascii
gwy/bbjq.mrp,tlol.ext,228400,sendTalkToNpc,send,ascii
gwy/bbjq.mrp,tlol.ext,228416,sendTaskList,send,ascii
gwy/bbjq.mrp,tlol.ext,228432,sendTaskDel,send,ascii
gwy/bbjq.mrp,tlol.ext,228444,sendFindPointAddress,send,ascii
gwy/bbjq.mrp,tlol.ext,228468,sendItemGetInfo,send,ascii
gwy/bbjq.mrp,tlol.ext,228492,sendItemDo,send,ascii
gwy/bbjq.mrp,tlol.ext,228504,sendNameListList,send,ascii
gwy/bbjq.mrp,tlol.ext,228524,sendNameListAdd,send,ascii
gwy/bbjq.mrp,tlol.ext,228540,sendNameListDel,send,ascii
gwy/bbjq.mrp,tlol.ext,228556,sendMessageSend,send,ascii
gwy/bbjq.mrp,tlol.ext,228572,sendRoleArround,send,ascii
gwy/bbjq.mrp,tlol.ext,228588,sendRoleMenu,send,ascii
gwy/bbjq.mrp,tlol.ext,228604,sendTeamRequestEnter,send,ascii
gwy/bbjq.mrp,tlol.ext,228628,sendTeamGiveInvite,send,ascii
gwy/bbjq.mrp,tlol.ext,228648,sendTeamAskResp,send,ascii
gwy/bbjq.mrp,tlol.ext,228664,sendTopDetail,send,ascii
gwy/bbjq.mrp,tlol.ext,228680,sendMailReceverCheck,send,ascii
gwy/bbjq.mrp,tlol.ext,228704,sendMailSend,send,ascii
gwy/bbjq.mrp,tlol.ext,228720,sendMailReqList,send,ascii
gwy/bbjq.mrp,tlol.ext,228736,sendFoeReqList,send,ascii
gwy/bbjq.mrp,tlol.ext,228752,sendNickCheck,send,ascii
gwy/bbjq.mrp,tlol.ext,228768,sendRechargeInfo,send,ascii
gwy/bbjq.mrp,tlol.ext,228788,sendRoleQuickEnter,send,ascii
gwy/bbjq.mrp,tlol.ext,228808,sendQuickEnter,send,ascii
gwy/bbjq.mrp,tlol.ext,228824,sendPackDepotItem,send,ascii
gwy/bbjq.mrp,tlol.ext,228924,sendCheckOut,send,ascii
gwy/bbjq.mrp,tlol.ext,228940,sendLogin,send,ascii
gwy/bbjq.mrp,tlol.ext,228952,sendChangePassword,send,ascii
gwy/bbjq.mrp,tlol.ext,228972,sendRegister,send,ascii
gwy/bbjq.mrp,tlol.ext,229000,sendItemRefineConfirm,send,ascii
gwy/bbjq.mrp,tlol.ext,229032,sendAuctionReqNextPage,send,ascii
gwy/bbjq.mrp,tlol.ext,229056,sendAuctionBidding,send,ascii
gwy/bbjq.mrp,tlol.ext,229076,sendGameAuctionSale,send,ascii
gwy/bbjq.mrp,tlol.ext,229128,sendAbsentRes,send,ascii
gwy/bbjq.mrp,tlol.ext,229144,%smap_zip\m%d.dat,,ascii
gwy/bbjq.mrp,tlol.ext,229172,%sanim_zip\a%d.dat,,ascii
gwy/bbjq.mrp,tlol.ext,229192,%smap\m%d.bin,,ascii
gwy/bbjq.mrp,tlol.ext,229208,%sanim\a%d.bin,,ascii
gwy/bbjq.mrp,tlol.ext,229328,%s%sa%d.dat,,ascii
gwy/bbjq.mrp,tlol.ext,229352,%s%sm%d.dat,,ascii
gwy/bbjq.mrp,tlol.ext,229580,sendInvitation,send,ascii
gwy/bbjq.mrp,tlol.ext,229596,sendGangInviteResponse,send,ascii
gwy/bbjq.mrp,tlol.ext,229620,sendGangBaseInfoRequest,send,ascii
gwy/bbjq.mrp,tlol.ext,229664,sendGangMemberInfoRequest,send,ascii
gwy/bbjq.mrp,tlol.ext,229712,sendKickGangMember,send,ascii
gwy/bbjq.mrp,tlol.ext,229732,sendModifyGangNotice,send,ascii
gwy/bbjq.mrp,tlol.ext,234220,respondMenuEvent,event,ascii
gwy/bbjq.mrp,tlol.ext,234300,bbjq\anim\a%d.bin,,ascii
gwy/bbjq.mrp,tlol.ext,234320,a%d.bin,,ascii
gwy/bbjq.mrp,tlol.ext,234328,TextInputUpdate,update,ascii
gwy/bbjq.mrp,tlol.ext,234360,f_info.bin,,ascii
gwy/bbjq.mrp,tlol.ext,234540,%simg\i%d.dat,,ascii
gwy/bbjq.mrp,tlol.ext,235140,%s%s%d.dat,,ascii
gwy/bbjq.mrp,tlol.ext,235180,%s%s%d.bin,,ascii
gwy/bbjq.mrp,tlol.ext,235252,%sanim\a%d.bin,,ascii
gwy/bbjq.mrp,tlol.ext,235324,%smap\m%d.bin,,ascii
gwy/bbjq.mrp,tlol.ext,235644,timer err:%d,timer,ascii
gwy/bbjq.mrp,tlol.ext,235660,dealtimer,dealtimer|timer,ascii
gwy/bbjq.mrp,tlol.ext,235672,timerCreate err 01,timer,ascii
gwy/bbjq.mrp,tlol.ext,235840,TimerState = %d,timer,ascii
gwy/bbjq.mrp,tlol.ext,235880,cache/exdet.dat,,ascii
gwy/bbjq.mrp,tlol.ext,235964,cache/exr.sav,,ascii
gwy/bbjq.mrp,tlol.ext,236304,bgappinf/appinf.dat,,ascii
gwy/bbjq.mrp,tlol.ext,5952,!H!IHD@hID,resource_grammar,ascii
gwy/bbjq.mrp,tlol.ext,32996,d!@i,resource_grammar,ascii
gwy/bbjq.mrp,tlol.ext,33062,d!@i,resource_grammar,ascii
gwy/bbjq.mrp,tlol.ext,34435,!@l9,resource_grammar,ascii
gwy/bbjq.mrp,tlol.ext,39267,0@k!,resource_grammar,ascii
