path,basename,member_count,asset_count,sha256,sibling_v_exists,sibling_v_size,primary
gwy/jjfbol/weaponimage.mrp,weaponimage.mrp,2,1,23abdc92c34d457a1472ff04a52269d402c1875d835b8352931d27c41e0872f2,0,0,
gwy/jjfbol/wing1.mrp,wing1.mrp,26,25,a0ea92ad670ce734839d7fc67780e2962067a6cb3d9d189ec0cd9d66534db54d,0,0,
gwy/jjfbol/wing2.mrp,wing2.mrp,2,1,a86b048da2696ac798c2f8dba2b7f85ee1ba79192f1f61d380f9e37b08142eb2,0,0,
gwy/jjfbol/wingimage.mrp,wingimage.mrp,2,1,6ad7fd10f363ab6cc29f1d4ab8de2026559e698ae414ac28f844230b4917431c,0,0,
gwy/jjfbol/xg1.mrp,xg1.mrp,31,30,b05260fcc2a90e39667d6a87cf1612c0516035030def1341d4dd25a0fe497ff8,0,0,
gwy/jjfbol/xg2.mrp,xg2.mrp,19,18,1bcb261a686fe81877bfd0d337114dbf6c6bcf5b7737be754c43b821b5dd34c0,0,0,
gwy/xjwq/res/mrp/mmochat_res1.mrp,mmochat_res1.mrp,8,5,f5b5fd616ecb86d9a9ae726b22206a32c2fd581f9fbf084291804103b4ccd348,0,0,mrpmaker.ext
gwy/xjwq/res/mrp/mmochat_res2.mrp,mmochat_res2.mrp,7,4,e94b4f081ef8414cf558ffd941a607ec23c0a08cf8c6d39a42f7fbb55542c6a5,0,0,mrpmaker.ext
gwy/xjwq/res/mrp/mmochat_res3.mrp,mmochat_res3.mrp,6,3,a1e97a8cf0f181a9dc1eb17a8c7ca7ca48390fe30a6047b1bdbed201e396134f,0,0,mrpmaker.ext
gwy/xjwq/res/mrp/mmochat_res4.mrp,mmochat_res4.mrp,5,2,4e510ace80f6495a784d4d9d4326685a1098b86448eca546db6f41343346209a,0,0,mrpmaker.ext
gwy/xjwq/res/mrp/mmochat_res5.mrp,mmochat_res5.mrp,6,3,dab1e974f3bfe1cffdfa143ae108d730caebebed7279eb0081eed94d3936ee51,0,0,mrpmaker.ext
gwy/xjwq/res/mrp/mmochat_res6.mrp,mmochat_res6.mrp,6,3,c05ee2a5f21ba618ea94c14579fc59b49aa49bbb1bf65423604feab292f0e61f,0,0,mrpmaker.ext
