run_id,seq,pc,lr,sp,r0,r1,r2,r3,r9,size,bytes,kind,target
1784662183643,310,0x2E30C4,0x2DB0ED,0x27FB20,0x270D,0x7,0x1,0x81238,0x682B6C,4,FFF730FA,BL,0x2E2529
1784662183643,314,0x2E252E,0x2E30C9,0x27FA68,0x270D,0x7,0x1,0x81238,0x682B6C,4,FFF745FB,BL,0x2E1BBD
1784662183643,336,0x2E1BE6,0x2E2533,0x27FA58,0x683220,0x0,0x10,0x94F04,0x280400,2,98470000,BLX,0x94F04
1784662183643,397,0x2E1BF4,0x2E1BE9,0x27FA58,0x682FC8,0x0,0x8,0x94F04,0x280400,2,98470000,BLX,0x94F04
1784662183643,433,0x2E1C00,0x2E1BF7,0x27FA58,0x682F3C,0x0,0x14,0x94F04,0x280400,2,98470000,BLX,0x94F04
1784662183643,509,0x2E1C14,0x2E1C03,0x27FA58,0x4,0x682EEA,0xFFFFFFFF,0x0,0x682B6C,2,48440000,INSN,0x0
1784662183643,510,0x2E1C16,0x2E1C03,0x27FA58,0x682B70,0x682EEA,0xFFFFFFFF,0x0,0x682B6C,2,04800000,INSN,0x0
1784662183643,511,0x2E1C18,0x2E1C03,0x27FA58,0x682B70,0x682EEA,0xFFFFFFFF,0x0,0x682B6C,2,1E480000,INSN,0x0
1784662183643,512,0x2E1C1A,0x2E1C03,0x27FA58,0x118,0x682EEA,0xFFFFFFFF,0x0,0x682B6C,2,48440000,INSN,0x0
1784662183643,513,0x2E1C1C,0x2E1C03,0x27FA58,0x682C84,0x682EEA,0xFFFFFFFF,0x0,0x682B6C,2,04800000,INSN,0x0
1784662183643,514,0x2E1C1E,0x2E1C03,0x27FA58,0x682C84,0x682EEA,0xFFFFFFFF,0x0,0x682B6C,2,1E480000,INSN,0x0
1784662183643,515,0x2E1C20,0x2E1C03,0x27FA58,0x11A,0x682EEA,0xFFFFFFFF,0x0,0x682B6C,2,48440000,INSN,0x0
1784662183643,516,0x2E1C22,0x2E1C03,0x27FA58,0x682C86,0x682EEA,0xFFFFFFFF,0x0,0x682B6C,2,04800000,INSN,0x0
1784662183643,517,0x2E1C24,0x2E1C03,0x27FA58,0x682C86,0x682EEA,0xFFFFFFFF,0x0,0x682B6C,2,E0430000,INSN,0x0
1784662183643,518,0x2E1C26,0x2E1C03,0x27FA58,0xFFFFFFFF,0x682EEA,0xFFFFFFFF,0x0,0x682B6C,2,08800000,INSN,0x0
